CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,LAT,LON
50008164,El Barrio Burritos,BROOKLYN,796A,FRANKLIN AVE,11238,7185766611,Mexican,12/23/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,,,04/09/2018,Cycle Inspection / Initial Inspection,40.67123480000001,-73.9579825
41078357,SOJOURN,MANHATTAN,242-244,EAST   79 STREET,10075,2125377745,Mediterranean,07/21/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,23,B,07/21/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7734448,-73.9556887
50033366,POPEYES LOUISIANA KITCHEN,QUEENS,4010,82ND ST,11373,7187797728,Other,03/23/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,03/23/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7472751,-73.8840007
41390867,RIN THAI CUISINE,MANHATTAN,265,WEST   23 STREET,10011,2126752988,Thai,02/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7451895,-73.9977061
41499185,BURGER & BARREL,MANHATTAN,25,WEST HOUSTON STREET,10012,2123347320,American,05/11/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,05/11/2016,04/09/2018,Cycle Inspection / Re-inspection,40.725675,-73.99792409999999
50058606,RED MANGO,QUEENS,3058,STEINWAY ST,11103,3477384197,"Ice Cream, Gelato, Yogurt, Ices",02/28/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,02/28/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.7625789,-73.9164157
50044021,AVA BREW,BROOKLYN,100,WILLOUGHBY ST,11201,9172240766,CafÃ©/Coffee/Tea,01/29/2018,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,17,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6919391,-73.9845769
50033231,JUST SALAD,MANHATTAN,233,BROADWAY,10279,2123555808,Salads,07/24/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,07/24/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7126253,-74.00821069999999
50004706,ATLANTIC SOCIAL,BROOKLYN,673,ATLANTIC AVE,11217,7186232852,American,04/02/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,9,A,04/02/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.6832169,-73.9734259
40584086,CHO DANG GOL,MANHATTAN,55,WEST   35 STREET,10001,2126958222,Korean,01/12/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,34,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7502718,-73.9863524
41625714,PALAZZO GRILL & BAR,QUEENS,15417,ROOSEVELT AVENUE,11354,7189397252,Asian,12/30/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,12/30/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7641761,-73.8102181
50035941,NEW ISLAND GARDEN,STATEN ISLAND,823,CASTLETON AVE,10310,7188166999,Chinese,07/24/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6348761,-74.1098762
41397316,"LEE'S TAVERN",STATEN ISLAND,60,HANCOCK STREET,10305,7186679749,American,12/09/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,29,,,04/09/2018,Cycle Inspection / Initial Inspection,40.5887642,-74.09517389999999
50014974,LUCKY EIGHT RESTAURANT,BROOKLYN,5204,8TH AVE,11220,7188518862,Chinese,08/29/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,11,A,08/29/2015,04/09/2018,Cycle Inspection / Re-inspection,40.6399625,-74.0052121
41589248,POTBELLY SANDWICH WORKS,MANHATTAN,101,MAIDEN LANE,10038,6462894201,Sandwiches,08/10/2015,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,04/09/2018,Administrative Miscellaneous / Initial Inspection,40.7069666,-74.0066697
41701178,CRAB SPOT RESTAURANT,BROOKLYN,833,UNION STREET,11215,7186222722,Seafood,06/11/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,06/11/2015,04/09/2018,Cycle Inspection / Re-inspection,40.6749774,-73.9762033
50036592,SYMPHONY DINER,BRONX,496,E 161ST ST,10451,7186655464,American,07/13/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,18,,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.8231766,-73.9109513
41303198,OASIS RESTAURANT & SPORTS BAR,BRONX,3441,JEROME AVENUE,10467,7184050420,Spanish,12/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,,,04/09/2018,Inter-Agency Task Force / Initial Inspection,40.8814194,-73.8831998
41564598,QUETZAL RESTAURANT & BAKERY,BROOKLYN,6420,17 AVENUE,11204,7186214000,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/24/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,56,,,04/09/2018,Cycle Inspection / Re-inspection,40.6208002,-73.9924705
40603518,LE PARKER MERIDIEN NEW YORK,MANHATTAN,118,WEST   57 STREET,10019,2127087460,American,09/29/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,43,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7644999,-73.9783542
41184659,LA CASA DEL MOFONGO,MANHATTAN,14471451,SAINT NICHOLAS AVENUE,10033,2127401200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,01/13/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.8486299,-73.9342565
40884395,CARLOW EAST,MANHATTAN,1254,LEXINGTON AVENUE,10028,2127446397,American,09/25/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,09/25/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7786665,-73.9564863
41210127,STONE STREET TAVERN (@ 52 STONE ST),MANHATTAN,85,PEARL STREET,10004,2127855658,American,07/11/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,07/11/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7041613,-74.0101344
40720858,PIER SIXTY ONE-THE LIGHTHOUSE,MANHATTAN,0,CHELSEA PIERS - PIER 61,10011,2123366146,American,03/14/2018,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,10,A,03/14/2018,04/09/2018,Cycle Inspection / Re-inspection,40.747577,-74.0086437
41205634,CLASSIC KOSHER CATERING,BROOKLYN,2818,AVENUE K,11210,7186923100,Jewish/Kosher,03/22/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,03/22/2017,04/09/2018,Cycle Inspection / Re-inspection,40.6239252,-73.9476006
40394030,TIBBETT DINER,BRONX,3033,TIBBETT AVE,10463,7185498893,American,01/17/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,8,A,01/17/2017,04/09/2018,Cycle Inspection / Re-inspection,40.8804251,-73.90901319999999
41340129,TACOS EL PAISANITO RESTAURANT,BRONX,202,WEST FORDHAM ROAD,10468,7183290278,Mexican,09/10/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,41,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8623063,-73.9094131
41646934,"BELLA'S PLACE",QUEENS,8777,SUTPHIN BLVD,11435,7187395373,Mexican,03/20/2018,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,11,A,03/20/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.7051606,-73.8092419
41566063,BIERHAUS,MANHATTAN,712,3 AVENUE,10017,2128672337,German,03/26/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,03/26/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.7525325,-73.9733874
41209713,JADE EATERY AND LOUNGE,QUEENS,1,STATION SQUARE,11375,7187932203,Asian,02/10/2016,Violations were cited in the following area(s).,10J,"''''Wash hands sign not posted at hand wash facility.",Not Critical,10,A,02/10/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7189633,-73.84519399999999
40705487,STROKOS GOURMET DELI,MANHATTAN,1090,AMSTERDAM AVE,10025,2126662121,Delicatessen,05/30/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,34,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8054543,-73.96247869999999
41219536,BROOKLYN DINER,MANHATTAN,1500,BROADWAY,10036,2122655400,American,12/19/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,12/19/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7567877,-73.9856659
41247493,MY PLACE FAMILY PIZZA,BRONX,240,EAST  198 STREET,10458,7185622399,Pizza,05/27/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,05/27/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.8691518,-73.8896161
50033842,RU YI BROADWAY RESTAURANT,QUEENS,8334,BROADWAY,11373,7186393366,Chinese,09/02/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,80,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7402575,-73.8793003
41677480,FUSION HK BAR-GRILL,MANHATTAN,688,10 AVENUE,10019,2129560185,Indian,06/08/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,06/08/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.7634599,-73.9923001
