CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,LAT,LON
40593817,XTRA CHEESE PIZZERIA,QUEENS,14720,NORTHERN BOULEVARD,11354,7189613122,Pizza/Italian,12/15/2014,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22,40.6595974,-73.8404705
40593817,XTRA CHEESE PIZZERIA,QUEENS,14720,NORTHERN BOULEVARD,11354,7189613122,Pizza/Italian,12/15/2014,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,40.7127305,-74.0085653
40402465,THE UNION LEAGUE CLUB,MANHATTAN,38,EAST   37 STREET,10016,2126853800,American,12/15/2014,Hot food item not held at or above 140Âº F.,Critical,10,40.7460908,-73.89974
40743368,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420,7188353030,Pizza,12/15/2016,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,40.6936268,-73.9660888
40536599,OLIVE TREE,MANHATTAN,1420,BROADWAY,10018,2128400999,American,12/15/2016,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,40.7264835,-73.9835089
40386569,SAL AND CARMINE PIZZA,MANHATTAN,2671,BROADWAY,10025,2126637651,Pizza,12/15/2016,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,9,40.7470333,-73.9237513
40511702,NOTARO RESTAURANT,MANHATTAN,635,SECOND AVENUE,10016,2126863400,Italian,12/15/2016,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15,40.7616294,-73.9834217
40743368,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420,7188353030,Pizza,12/15/2016,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,40.784199,-73.977301
40391086,A & S PIZZERIA,STATEN ISLAND,87,STUYVESANT PLACE,10301,7184484142,Pizza/Italian,12/15/2016,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,40.8288591,-73.8195751
40621241,CAFFE EGIDIO,BRONX,622,EAST  187 STREET,10458,7182956077,Bakery,12/16/2014,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,40.6638181,-73.9586482
40668700,TRACK KITCHEN,QUEENS,11000,ROCKAWAY BOULEVARD,11420,7188437354,American,12/16/2014,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,40.7182297,-73.8408824
40398700,FAMOUS PIZZA,QUEENS,7512,37 AVENUE,11372,7182055000,Pizza,12/16/2014,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18,40.7639595,-73.9809046
40635976,LATIN BAKERY,QUEENS,4141,MAIN STREET,11355,7189618900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/16/2014,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,49,40.7680676,-73.9552005
40684961,GARDEN CAFE RESTAURANT,QUEENS,3707,83 STREET,11372,7183975631,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/16/2014,Hot food item not held at or above 140Âº F.,Critical,19,40.7937245,-73.8083596
40391271,RICHER'S BAKERY & CAFE,QUEENS,249-14,HORACE HARDING EXPRESSWAY,11362,7186317004,Bakery,12/16/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,40.7502753,-73.9863542
40387990,T.G.I. FRIDAY'S,MANHATTAN,47,BROADWAY,10006,2124838321,American,12/16/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,40.7587999,-73.8290925
40705052,IL FORNETTO TRATTORIA CAFE,BROOKLYN,2902,EMMONS AVENUE,11235,7183328494,Italian,12/16/2017,Hot food item not held at or above 140Âº F.,Critical,20,40.6379168,-73.8968126
40366879,LA FUSTA RESTAURANT,QUEENS,8032,BAXTER AVENUE,11373,7184298222,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/16/2017,Current letter grade card not posted.,Not Critical,,40.7447403,-73.8844097
40692741,DELIGHT DONUT,QUEENS,6691,FRESH POND ROAD,11385,7186284708,American,12/17/2014,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,40.7022257,-73.9007722
40576283,ROCKY'S PIZZA RESTAURANT,BROOKLYN,474,CONEY ISLAND AVE,11218,7188549270,Pizza,12/17/2014,Hot food item not held at or above 140Âº F.,Critical,9,40.7423085,-73.8677227
40545967,TASTEE CORNER,QUEENS,3020,30 AVENUE,11102,7182747704,American,12/17/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,40.5134886,-74.2481261
40572098,THE SPRING LOUNGE,MANHATTAN,48,SPRING STREET,10012,2129651774,American,12/17/2015,Proper sanitization not provided for utensil ware washing operation.,Not Critical,7,40.7461401,-73.8960927
40561796,CAFE BAR,QUEENS,3290,36 STREET,11106,7182045273,Mediterranean,12/17/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,40.7547123,-73.9848899
40680764,JOE'S PLACE,BRONX,1841,WESTCHESTER AVENUE,10472,7189182947,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/17/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,40.793109,-73.9714858
40366132,DENINO'S PIZZERIA TAVERN,STATEN ISLAND,524,PORT RICHMOND AVENUE,10302,7184429401,Pizza/Italian,12/18/2014,Hot food item not held at or above 140Âº F.,Critical,12,40.6076319,-73.9429166
40577393,DON COQUI,QUEENS,2818,31 STREET,11102,7182747474,Spanish,12/18/2014,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11,40.6513161,-73.932418
40397886,LANDMARK COFFEE SHOP,MANHATTAN,158,GRAND STREET,10013,2123340040,American,12/18/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,40.6915493,-73.9515874
40389903,QUEEN RESTAURANT,BROOKLYN,84,COURT STREET,11201,7185965954,Italian,12/18/2017,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,40.655165,-73.887446
40512087,BIG NEW YORK FRIED CHICKEN,QUEENS,715,BEACH 20 STREET,11691,7183372312,Chicken,12/18/2017,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,24,40.750568,-73.993519
40718574,WINDFALL,MANHATTAN,23,WEST   39 STREET,10018,2128694606,American,12/18/2017,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17,40.7610872,-73.9230271
40371281,COLISEUM BAR RESTAURANT,MANHATTAN,312,WEST   58 STREET,10019,2129773523,American,12/18/2017,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,40.7675444,-73.9832993
40635976,LATIN BAKERY,QUEENS,4141,MAIN STREET,11355,7189618900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/19/2014,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,40.7680676,-73.9552005
40558850,DECHERT (THE DECH),MANHATTAN,1095,AVENUE OF THE AMERICAS,10036,2126983880,American,12/19/2016,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,57,40.7210917,-73.995422
40580969,CORAL DINER,MANHATTAN,3801,BROADWAY,10032,2129277545,American,12/19/2016,Hot food item not held at or above 140Âº F.,Critical,25,40.7305569,-73.9995794
40392834,EL CANTINERO,MANHATTAN,86,UNIVERSITY PLACE,10003,2122559378,Mexican,12/19/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,40.5830514,-74.0969553
40386067,COUNTRY DONUTS,STATEN ISLAND,4357,AMBOY ROAD,10312,7183560884,Donuts,12/19/2017,Hot food item not held at or above 140Âº F.,Critical,25,40.6976922,-73.9914768
40608576,DIVE 75,MANHATTAN,101,WEST   75 STREET,10023,2123627518,American,12/19/2017,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,40.8047524,-73.9667501
40736137,STARBUCKS,MANHATTAN,2929,BROADWAY,10025,2129320300,CafÃ©/Coffee/Tea,12/20/2014,Wiping cloths soiled or not stored in sanitizing solution.,Critical,15,40.753195,-73.973632
40556572,ORIENTAL STAR RESTAURANT,QUEENS,11217,FARMERS BOULEVARD,11412,7182176842,Chinese,12/20/2016,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,8,40.7146266,-73.9977635
40703791,STARBUCKS,MANHATTAN,30,ROCKEFELLER CENTER PLAZA,10112,2123977950,CafÃ©/Coffee/Tea,12/20/2016,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,40.7187505,-73.9879185
40367365,FLAME RESTAURANT COFFEE HOUSE,MANHATTAN,893,9 AVENUE,10019,2127657962,American,12/20/2016,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,40.7638694,-73.9629729
40375634,PARIS BLUES,MANHATTAN,2021,7 AVENUE,10027,2122229878,American,12/20/2016,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,40.806362,-73.9498039
40375286,LA VILLA DE PIZZA & RESTAURANT,QUEENS,8207,153 AVENUE,11414,7186418259,Pizza,12/20/2017,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,40.6666793,-73.8520417
40381344,NINA'S RESTAURANT PIZZERIA,BROOKLYN,635,MEEKER AVE,11222,7183898854,Pizza/Italian,12/20/2017,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,40.7011542,-73.8881489
40551765,MIKES PIZZA,QUEENS,7175,YELLOWSTONE BOULEVARD,11375,7187933464,Pizza/Italian,12/20/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,40.7578383,-73.9885813
40719552,LEXINGTON CANDY SHOP,MANHATTAN,1226,LEXINGTON AVENUE,10028,2122880057,American,12/20/2017,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,41,40.778582,-73.9088979
40700293,HAAGEN-DAZS,BROOKLYN,109,7 AVENUE,11215,7183988004,"Ice Cream, Gelato, Yogurt, Ices",12/20/2017,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Critical,,40.8526562,-73.7891873
40542546,CUCCIOS BAKERY,BROOKLYN,320,AVENUE X,11223,7183361944,Bakery,12/21/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,40.6771574,-73.9726942
40572406,SHAMROCK INN,BRONX,1729,CROSBY AVENUE,10461,7188228889,Irish,12/21/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,40.7182001,-73.9978118
40386429,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,QUEENS,22205,56 AVENUE,11364,7182815207,American,12/21/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,40.7639021,-73.9619474
40400811,CAFE VOLNA,BROOKLYN,3145,BRIGHTON    4 STREET,11235,7183320341,Russian,12/21/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,40.7654583,-73.9834735
40536227,JADE ISLAND RESTAURANT,STATEN ISLAND,2845,RICHMOND AVENUE,10314,7187618080,Chinese,12/21/2015,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,23,40.8003487,-73.9684709
